event_id,timestamp,user_id,username,src_ip,dest_ip,country,event_type,status,severity,device_type,bytes_in,bytes_out,login_method,is_internal_ip
8162,2025-01-19 13:51:02,492,user418,10.193.170.1,10.151.156.248,SG,policy_violation,blocked,Medium,mobile,1095,3501,sso,True
8163,2025-01-19 12:37:53,453,user102,10.99.233.54,10.107.115.125,SG,file_access,success,Medium,laptop,0,0,sso,True
8164,2025-01-23 17:11:50,375,user72,10.140.61.173,10.37.24.73,RU,vpn_login,success,Low,laptop,7666,9688,mfa,True
8165,2025-01-06 20:57:21,131,user124,28.44.203.227,10.100.182.41,RU,policy_violation,blocked,High,desktop,710,25227,mfa,False
8166,2025-01-07 15:29:04,374,user496,54.243.85.205,10.197.87.239,CA,file_access,success,Low,server,9075,5475,sso,False
8167,2025-01-09 05:38:17,397,user272,66.177.182.12,10.182.62.80,IN,malware_alert,blocked,Critical,laptop,0,4723,password,False
8168,2025-01-01 15:58:09,12,user14,29.19.177.19,10.201.168.119,CA,malware_alert,blocked,High,desktop,3966,21608,mfa,False
8169,2025-01-30 02:03:25,156,user437,213.239.103.240,10.147.150.33,IN,malware_alert,blocked,Critical,desktop,0,0,mfa,False
8170,2025-01-28 00:30:32,230,user103,46.95.57.170,10.152.134.16,US,malware_alert,blocked,Medium,desktop,0,7736,mfa,False
8171,2025-01-08 11:46:15,449,user350,10.78.127.229,10.96.141.124,BR,login_success,success,Low,desktop,11581,9472,password,True
8172,2025-01-15 13:07:06,318,user419,42.72.234.240,10.50.14.78,IN,login_success,success,Medium,server,5486,0,mfa,False
8173,2025-01-13 08:28:22,64,user382,221.117.41.251,10.74.170.133,IN,malware_alert,blocked,High,desktop,7072,0,password,False
8174,2025-01-06 03:41:26,322,user410,38.30.253.128,10.239.130.212,AU,login_success,success,Low,desktop,0,2223,password,False
8175,2025-01-09 00:49:41,105,user323,10.121.139.75,10.26.205.83,DE,policy_violation,blocked,Medium,desktop,3845,6248,password,True
8176,2025-01-26 11:43:36,78,user324,173.144.123.18,10.93.130.46,AU,policy_violation,blocked,High,desktop,10556,8990,mfa,False
8177,2025-01-23 17:13:02,177,user149,177.93.247.48,10.79.87.88,RU,file_access,success,Low,mobile,2133,0,mfa,False
8178,2025-01-21 00:38:14,68,user74,10.32.12.171,10.211.184.212,SG,login_success,success,Medium,server,316,5464,mfa,True
8179,2025-01-01 13:02:50,343,user494,10.124.171.180,10.66.203.98,SG,malware_alert,blocked,Critical,desktop,5661,16595,mfa,True
8180,2025-01-29 18:22:49,21,user184,10.191.230.69,10.17.109.35,DE,malware_alert,blocked,High,mobile,0,15809,password,True
8181,2025-01-19 12:21:15,358,user394,10.226.64.143,10.151.226.241,IN,vpn_login,success,Low,server,15824,15837,mfa,True
8182,2025-01-22 20:42:00,356,user135,10.160.11.253,10.103.194.216,US,file_access,success,Low,desktop,7779,12710,sso,True
8183,2025-01-07 09:41:58,146,user146,130.16.220.238,10.180.89.24,DE,file_access,success,Low,laptop,1183,1440,mfa,False
8184,2025-01-09 00:53:35,245,user189,161.63.57.153,10.219.66.25,IN,vpn_login,success,Low,laptop,11278,0,mfa,False
8185,2025-01-27 19:59:15,352,user96,77.118.129.83,10.202.120.56,UK,malware_alert,blocked,High,laptop,4359,0,mfa,False
8186,2025-01-19 03:34:36,174,user428,176.195.244.102,10.214.143.52,BR,login_success,success,Medium,desktop,11890,397,password,False
8187,2025-01-23 23:07:36,277,user311,10.192.171.39,10.115.247.55,AU,login_failure,failed,Low,laptop,406,5618,sso,True
8188,2025-01-16 17:52:47,322,user458,10.202.172.204,10.1.181.33,US,vpn_login,success,Medium,mobile,0,10592,password,True
8189,2025-01-02 04:16:02,42,user433,87.116.105.212,10.247.127.37,CN,login_success,success,Low,mobile,5400,4784,mfa,False
8190,2025-01-19 07:33:08,4,user305,146.10.108.115,10.127.140.114,AU,file_access,success,Low,mobile,0,539,sso,False
8191,2025-01-12 12:44:25,396,user222,10.205.2.144,10.121.239.213,DE,malware_alert,blocked,Medium,laptop,4991,2631,mfa,True
8192,2025-01-04 08:11:16,4,user15,10.35.98.174,10.171.213.91,IN,file_access,success,Medium,laptop,0,11933,mfa,True
8193,2025-01-21 20:38:08,337,user440,83.195.137.129,10.170.182.46,CA,vpn_login,success,Low,desktop,3611,2382,mfa,False
8194,2025-01-20 02:20:19,144,user306,10.230.229.170,10.88.194.134,BR,malware_alert,blocked,Critical,mobile,0,0,password,True
8195,2025-01-03 22:35:34,196,user246,10.37.224.93,10.71.87.101,UK,login_failure,failed,Low,server,1892,1260,password,True
8196,2025-01-04 06:13:23,277,user239,10.31.7.114,10.20.29.212,CA,malware_alert,blocked,Medium,desktop,0,0,sso,True
8197,2025-01-18 06:22:48,330,user403,10.227.140.192,10.134.212.170,IN,policy_violation,blocked,Medium,laptop,0,5977,sso,True
8198,2025-01-09 02:54:02,136,user224,46.235.99.105,10.138.114.41,DE,malware_alert,blocked,High,mobile,0,4820,password,False
8199,2025-01-20 17:20:59,197,user119,101.215.128.223,10.223.23.221,US,file_access,success,Medium,server,0,14641,mfa,False
8200,2025-01-23 22:55:39,340,user334,10.156.241.103,10.184.183.151,BR,policy_violation,blocked,Medium,server,3376,23207,sso,True
8201,2025-01-29 04:59:56,50,user72,43.249.139.229,10.61.235.42,CN,file_access,success,Medium,laptop,5926,2951,mfa,False
8202,2025-01-04 22:21:26,221,user103,10.93.235.86,10.49.197.77,CN,login_failure,failed,Low,desktop,2722,0,sso,True
8203,2025-01-22 12:08:38,72,user438,10.110.255.225,10.11.252.115,CN,policy_violation,blocked,Medium,mobile,0,8450,mfa,True
8204,2025-01-05 17:54:41,82,user485,10.170.80.154,10.45.220.163,DE,file_access,success,Low,desktop,0,9318,sso,True
8205,2025-01-12 23:53:46,34,user215,46.125.62.109,10.239.143.155,RU,login_success,success,Low,laptop,0,4845,password,False
8206,2025-01-26 17:35:23,305,user434,143.22.254.76,10.167.45.65,SG,policy_violation,blocked,Medium,mobile,0,10049,mfa,False
8207,2025-01-01 03:12:28,178,user85,50.98.169.179,10.201.202.96,IN,vpn_login,success,Medium,mobile,0,8779,sso,False
8208,2025-01-11 03:43:38,120,user80,10.249.238.186,10.250.219.92,AU,malware_alert,blocked,High,desktop,0,0,sso,True
8209,2025-01-16 15:04:10,495,user49,10.186.175.40,10.138.84.8,US,file_access,success,Medium,laptop,2284,3,password,True
8210,2025-01-20 17:53:26,321,user477,179.56.83.124,10.11.78.133,CN,login_failure,failed,Low,server,1682,5193,password,False
8211,2025-01-29 02:53:48,133,user400,139.151.133.232,10.60.222.55,IN,vpn_login,success,Medium,laptop,0,9565,password,False
8212,2025-01-08 10:17:29,14,user63,10.76.165.190,10.18.213.158,BR,malware_alert,blocked,Critical,desktop,2018,0,mfa,True
8213,2025-01-29 00:12:58,250,user149,10.93.246.96,10.197.199.91,CA,file_access,success,Low,laptop,1046,0,mfa,True
8214,2025-01-20 05:16:45,307,user153,163.57.4.193,10.51.177.112,AU,malware_alert,blocked,Critical,server,3383,0,mfa,False
8215,2025-01-08 15:44:16,150,user455,10.163.85.179,10.252.164.187,SG,vpn_login,success,Medium,server,0,4521,mfa,True
8216,2025-01-24 20:12:35,73,user166,10.113.67.159,10.142.161.8,US,vpn_login,success,Medium,mobile,0,5690,sso,True
8217,2025-01-02 21:21:44,416,user316,10.51.119.6,10.160.245.46,US,login_failure,failed,Low,mobile,5646,15436,sso,True
8218,2025-01-01 23:22:28,67,user223,10.207.16.51,10.130.41.13,RU,vpn_login,success,Low,desktop,7370,8078,mfa,True
8219,2025-01-24 18:43:15,270,user469,10.150.58.134,10.189.238.32,CA,vpn_login,success,Low,desktop,1367,6833,sso,True
8220,2025-01-12 10:24:15,334,user260,97.164.117.133,10.100.253.42,RU,login_success,success,Low,desktop,5216,19804,password,False
8221,2025-01-22 12:14:18,239,user234,10.146.23.178,10.167.10.115,RU,policy_violation,blocked,High,server,2211,10689,password,True
8222,2025-01-20 12:32:12,378,user369,10.170.17.154,10.33.44.77,IN,malware_alert,blocked,Critical,mobile,0,0,password,True
8223,2025-01-13 08:51:18,137,user347,10.248.25.106,10.145.28.91,UK,policy_violation,blocked,High,server,7252,7046,password,True
8224,2025-01-29 18:35:22,207,user249,130.111.180.143,10.12.41.171,SG,malware_alert,blocked,Critical,desktop,0,5069,password,False
8225,2025-01-07 11:09:23,476,user57,10.41.203.53,10.7.179.47,US,policy_violation,blocked,High,desktop,4330,9031,password,True
8226,2025-01-19 11:54:55,225,user44,135.187.187.36,10.251.150.1,SG,login_failure,failed,Medium,desktop,2447,0,mfa,False
8227,2025-01-25 07:11:47,120,user497,114.54.145.237,10.124.81.100,SG,policy_violation,blocked,High,server,0,6795,sso,False
8228,2025-01-26 18:21:33,183,user302,10.0.64.109,10.133.9.77,CN,file_access,success,Medium,desktop,7262,6906,password,True
8229,2025-01-14 07:35:09,76,user158,157.122.97.254,10.100.239.136,DE,file_access,success,Low,laptop,1030,6391,sso,False
8230,2025-01-22 09:23:21,23,user301,10.58.176.173,10.132.38.132,UK,vpn_login,success,Low,server,1159,7111,password,True
8231,2025-01-28 07:31:45,480,user48,10.68.28.230,10.19.185.97,AU,login_failure,failed,Low,desktop,0,679,mfa,True
8232,2025-01-18 19:35:08,230,user496,10.8.103.134,10.33.77.155,UK,malware_alert,blocked,High,server,0,728,password,True
8233,2025-01-26 06:41:48,335,user153,190.116.196.76,10.177.133.233,US,file_access,success,Medium,laptop,0,8117,mfa,False
8234,2025-01-27 04:05:42,82,user224,10.212.207.80,10.192.178.197,AU,login_failure,failed,Low,server,7001,1330,password,True
8235,2025-01-24 06:18:53,463,user254,10.248.60.38,10.223.108.88,UK,file_access,success,Low,mobile,0,0,sso,True
8236,2025-01-13 11:56:30,311,user156,10.133.140.130,10.146.102.76,RU,file_access,success,Low,server,2712,11447,password,True
8237,2025-01-15 08:36:21,191,user6,171.147.180.252,10.197.90.118,CN,file_access,success,Low,mobile,10811,5358,mfa,False
8238,2025-01-07 13:52:25,383,user26,118.4.25.217,10.141.246.175,AU,vpn_login,success,Medium,laptop,8464,7299,sso,False
8239,2025-01-17 06:04:57,316,user229,10.196.226.34,10.125.134.112,UK,login_failure,failed,Medium,laptop,3277,3746,mfa,True
8240,2025-01-28 15:35:29,455,user101,10.212.78.166,10.51.149.211,RU,login_success,success,Low,server,4437,9211,mfa,True
8241,2025-01-26 13:25:24,56,user325,170.34.248.36,10.192.66.206,BR,malware_alert,blocked,High,desktop,3044,13499,sso,False
8242,2025-01-11 06:57:34,168,user5,10.168.50.38,10.129.44.185,IN,login_failure,failed,Medium,laptop,11852,0,password,True
8243,2025-01-07 18:06:28,188,user358,10.61.213.1,10.6.21.237,IN,vpn_login,success,Medium,mobile,0,0,password,True
8244,2025-01-23 18:28:16,243,user213,10.92.13.249,10.252.10.123,IN,policy_violation,blocked,Medium,laptop,411,0,sso,True
8245,2025-01-13 12:22:07,348,user325,10.247.175.159,10.101.207.198,US,malware_alert,blocked,Medium,server,0,8861,password,True
8246,2025-01-22 13:52:05,47,user264,24.211.163.52,10.171.126.29,UK,file_access,success,Low,desktop,0,11081,password,False
8247,2025-01-29 03:42:37,3,user234,10.252.32.73,10.109.113.125,UK,vpn_login,success,Medium,desktop,14948,2812,mfa,True
8248,2025-01-24 20:57:09,111,user88,10.245.208.17,10.110.35.90,BR,policy_violation,blocked,Medium,mobile,9114,8412,mfa,True
8249,2025-01-23 07:47:43,2,user435,10.69.78.242,10.196.6.164,BR,vpn_login,success,Low,desktop,5653,0,sso,True
8250,2025-01-13 06:17:12,237,user130,99.92.157.198,10.233.58.128,UK,login_success,success,Medium,mobile,0,0,sso,False
8251,2025-01-15 07:56:08,482,user245,142.144.174.119,10.93.2.215,UK,login_failure,failed,Medium,laptop,7514,3096,password,False
8252,2025-01-18 16:49:25,14,user416,10.222.122.100,10.80.79.6,US,vpn_login,success,Low,desktop,4289,4342,mfa,True
8253,2025-01-30 01:57:31,402,user81,10.235.12.98,10.250.150.133,US,file_access,success,Low,mobile,2075,12250,sso,True
8254,2025-01-07 13:20:11,161,user278,113.185.30.40,10.133.237.124,RU,login_success,success,Low,laptop,0,0,mfa,False
8255,2025-01-03 20:06:14,151,user429,13.164.81.51,10.89.196.212,SG,login_success,success,Low,server,4084,3131,mfa,False
8256,2025-01-30 10:21:08,61,user294,10.245.227.51,10.34.154.116,DE,malware_alert,blocked,High,mobile,7367,13285,mfa,True
8257,2025-01-16 02:08:38,452,user463,10.47.26.159,10.114.125.25,CN,policy_violation,blocked,Medium,laptop,0,3739,mfa,True
8258,2025-01-28 23:32:02,231,user10,18.23.21.201,10.224.132.205,DE,malware_alert,blocked,Medium,laptop,412,1289,mfa,False
8259,2025-01-10 16:30:16,291,user315,119.184.202.23,10.34.172.191,UK,vpn_login,success,Low,server,554,10441,sso,False
8260,2025-01-26 16:19:20,234,user427,66.155.18.201,10.93.86.59,RU,file_access,success,Medium,mobile,0,2288,sso,False
8261,2025-01-30 15:49:02,343,user107,10.153.89.167,10.156.11.190,CN,malware_alert,blocked,High,desktop,0,8198,mfa,True
8262,2025-01-23 20:40:20,380,user419,204.10.101.147,10.123.212.169,SG,policy_violation,blocked,High,mobile,122,10127,password,False
8263,2025-01-06 21:31:07,82,user444,80.12.87.47,10.9.133.78,US,malware_alert,blocked,High,server,182,6128,sso,False
8264,2025-01-03 14:15:39,92,user400,188.246.247.166,10.255.200.143,IN,login_failure,failed,High,server,5670,14819,sso,False
8265,2025-01-09 05:13:16,162,user248,210.157.90.20,10.79.208.77,AU,policy_violation,blocked,High,mobile,0,0,mfa,False
8266,2025-01-06 19:23:37,97,user145,10.148.139.140,10.91.133.149,RU,vpn_login,success,Medium,laptop,6187,0,password,True
8267,2025-01-29 09:11:13,124,user220,10.170.212.145,10.218.63.69,DE,file_access,success,Medium,laptop,0,4738,sso,True
8268,2025-01-20 16:48:47,321,user468,11.154.118.197,10.45.53.152,IN,file_access,success,Low,server,0,0,mfa,False
8269,2025-01-22 03:10:27,243,user18,10.176.31.176,10.232.114.162,CA,policy_violation,blocked,Medium,laptop,18,0,mfa,True
8270,2025-01-13 01:48:52,293,user354,10.7.236.231,10.18.172.139,CN,login_failure,failed,Low,desktop,0,1530,password,True
8271,2025-01-04 18:11:42,462,user304,10.24.52.144,10.130.30.176,BR,vpn_login,success,Low,server,12229,4766,mfa,True
8272,2025-01-21 10:33:01,300,user46,10.8.49.221,10.59.231.160,CA,vpn_login,success,Medium,desktop,1266,11426,sso,True
8273,2025-01-30 06:24:35,260,user333,72.211.16.33,10.86.113.71,CN,login_success,success,Low,mobile,4694,9327,mfa,False
8274,2025-01-18 13:55:52,359,user168,10.153.65.215,10.48.187.124,US,policy_violation,blocked,Medium,server,0,16086,mfa,True
8275,2025-01-29 04:12:28,446,user88,123.169.245.170,10.18.16.73,US,file_access,success,Medium,laptop,4011,0,sso,False
8276,2025-01-18 02:32:17,8,user146,10.250.55.223,10.42.100.73,CN,file_access,success,Medium,laptop,139,14856,sso,True
8277,2025-01-16 14:00:03,396,user480,10.114.232.49,10.160.38.171,UK,vpn_login,success,Low,mobile,0,0,password,True
8278,2025-01-23 12:57:44,285,user37,10.73.126.103,10.60.6.242,BR,policy_violation,blocked,High,desktop,4373,5548,sso,True
8279,2025-01-16 19:06:07,227,user187,10.86.40.254,10.153.121.193,UK,login_success,success,Medium,server,0,0,password,True
8280,2025-01-08 17:37:50,223,user132,10.154.15.207,10.43.97.78,US,file_access,success,Low,mobile,5210,4680,password,True
8281,2025-01-27 22:37:17,126,user433,10.58.50.234,10.69.139.122,BR,login_success,success,Low,desktop,2983,5588,sso,True
8282,2025-01-27 18:12:13,476,user189,185.241.205.224,10.105.202.131,BR,policy_violation,blocked,Medium,server,4806,4441,password,False
8283,2025-01-16 15:51:14,400,user252,10.145.239.198,10.143.38.190,UK,file_access,success,Low,server,0,8230,password,True
8284,2025-01-15 07:24:34,61,user302,50.240.123.20,10.179.116.144,DE,login_success,success,Low,server,1462,26057,password,False
8285,2025-01-25 09:33:26,143,user323,10.82.180.23,10.101.57.84,AU,login_success,success,Medium,mobile,2847,9258,password,True
8286,2025-01-02 04:15:34,291,user470,10.219.223.82,10.22.95.70,CA,file_access,success,Low,desktop,0,0,sso,True
8287,2025-01-27 16:13:17,215,user174,10.99.52.220,10.189.65.6,DE,malware_alert,blocked,High,server,0,11221,password,True
8288,2025-01-05 07:58:52,41,user146,116.220.248.136,10.250.93.237,US,vpn_login,success,Medium,server,0,0,sso,False
8289,2025-01-14 12:02:02,341,user181,10.222.22.137,10.19.185.153,AU,login_failure,failed,Medium,mobile,9147,6440,mfa,True
8290,2025-01-02 07:27:54,239,user351,148.50.184.254,10.212.203.116,IN,login_failure,failed,Low,server,3653,0,password,False
8291,2025-01-08 04:35:57,416,user445,10.59.180.31,10.127.44.35,AU,vpn_login,success,Low,laptop,5510,0,sso,True
8292,2025-01-26 14:14:57,499,user388,10.80.54.80,10.109.177.10,CA,login_failure,failed,Low,mobile,0,2656,mfa,True
8293,2025-01-04 03:07:37,134,user48,10.4.168.35,10.100.232.112,RU,login_success,success,Medium,server,7755,4983,sso,True
8294,2025-01-18 11:05:07,244,user256,10.27.44.200,10.87.255.97,DE,file_access,success,Low,server,1568,19330,mfa,True
8295,2025-01-02 23:03:45,30,user399,10.56.254.203,10.210.173.156,US,vpn_login,success,Low,laptop,0,659,mfa,True
8296,2025-01-26 22:38:33,144,user5,184.209.208.15,10.54.186.40,UK,file_access,success,Medium,mobile,6894,3929,mfa,False
8297,2025-01-05 09:58:59,440,user161,201.206.220.14,10.96.164.86,IN,login_success,success,Low,server,0,8173,sso,False
8298,2025-01-16 10:21:04,194,user360,10.141.110.90,10.83.104.108,DE,login_failure,failed,Medium,server,915,1491,sso,True
8299,2025-01-02 23:11:57,293,user298,10.124.94.122,10.239.85.206,AU,login_success,success,Medium,desktop,1050,16723,password,True
8300,2025-01-06 23:36:39,398,user45,10.177.36.218,10.242.221.215,CA,login_failure,failed,Medium,desktop,3936,39,mfa,True
8301,2025-01-26 15:42:38,430,user11,10.5.131.115,10.150.83.22,CA,malware_alert,blocked,High,desktop,0,0,mfa,True
8302,2025-01-09 06:24:51,282,user380,73.115.54.124,10.18.37.12,DE,malware_alert,blocked,High,mobile,0,14638,sso,False
8303,2025-01-09 07:15:31,442,user259,128.115.57.136,10.3.131.234,RU,policy_violation,blocked,High,laptop,0,12254,password,False
8304,2025-01-24 03:56:18,254,user125,124.71.163.129,10.188.102.181,CA,login_failure,failed,Medium,desktop,0,9494,sso,False
8305,2025-01-08 16:18:32,267,user185,104.116.194.145,10.211.69.3,RU,malware_alert,blocked,High,laptop,6826,15814,mfa,False
8306,2025-01-30 04:01:26,19,user456,166.134.100.125,10.171.192.202,UK,login_failure,failed,Medium,laptop,6537,5166,password,False
8307,2025-01-09 03:51:20,192,user458,110.26.10.235,10.111.42.80,SG,policy_violation,blocked,Medium,mobile,1664,21698,mfa,False
8308,2025-01-12 17:05:48,114,user494,10.34.230.56,10.43.183.100,US,login_failure,failed,Low,server,3450,7101,sso,True
8309,2025-01-29 11:29:33,464,user208,170.1.69.178,10.250.49.214,SG,login_success,success,Low,server,5050,5581,password,False
8310,2025-01-05 17:05:43,129,user328,10.47.175.195,10.24.0.40,AU,malware_alert,blocked,Medium,server,0,10701,password,True
8311,2025-01-15 14:44:37,173,user70,10.253.87.83,10.191.196.12,IN,login_failure,failed,Medium,mobile,0,0,sso,True
8312,2025-01-08 15:40:51,470,user459,10.137.229.65,10.27.95.228,UK,policy_violation,blocked,Medium,laptop,5942,5187,password,True
8313,2025-01-16 06:18:10,40,user344,65.107.73.169,10.241.205.183,CA,malware_alert,blocked,Medium,laptop,2201,6039,sso,False
8314,2025-01-05 06:27:56,419,user290,10.5.254.28,10.166.204.7,DE,vpn_login,success,Low,server,1892,1656,password,True
8315,2025-01-05 19:48:57,445,user45,136.236.52.197,10.233.0.57,BR,login_failure,failed,Medium,server,2828,14029,sso,False
8316,2025-01-01 20:37:02,314,user149,10.115.93.222,10.141.170.101,IN,vpn_login,success,Low,mobile,8119,4522,sso,True
8317,2025-01-28 23:49:52,206,user225,168.143.155.204,10.121.60.169,CA,policy_violation,blocked,Medium,laptop,4192,0,sso,False
8318,2025-01-08 00:04:39,168,user324,10.79.220.68,10.122.20.40,CA,policy_violation,blocked,High,mobile,7899,20249,password,True
8319,2025-01-16 04:03:48,435,user298,10.151.66.8,10.246.246.44,UK,malware_alert,blocked,High,desktop,2421,3944,sso,True
8320,2025-01-27 14:01:00,23,user222,213.139.32.128,10.233.105.174,IN,policy_violation,blocked,High,mobile,16281,11124,mfa,False
8321,2025-01-01 22:20:16,229,user37,10.146.140.186,10.123.216.214,CN,login_failure,failed,Low,server,2599,0,password,True
8322,2025-01-09 12:01:47,132,user392,10.190.250.53,10.147.148.181,BR,login_success,success,Low,desktop,0,2815,mfa,True
8323,2025-01-24 18:14:24,315,user72,183.0.17.164,10.231.245.226,US,login_failure,failed,Medium,desktop,0,13155,sso,False
8324,2025-01-29 11:29:37,35,user160,33.145.223.24,10.51.207.138,US,login_failure,failed,Low,mobile,3380,2139,password,False
8325,2025-01-20 17:33:05,207,user275,10.41.139.251,10.91.28.1,CA,malware_alert,blocked,Critical,desktop,2055,10542,sso,True
8326,2025-01-29 08:18:32,37,user40,10.174.137.30,10.73.38.195,UK,login_failure,failed,Medium,desktop,1302,0,sso,True
8327,2025-01-06 18:14:09,57,user439,10.62.86.7,10.222.33.73,SG,login_success,success,Low,server,839,2621,mfa,True
8328,2025-01-07 16:55:41,182,user345,10.179.206.42,10.34.10.146,CN,login_failure,failed,High,desktop,4817,19127,password,True
8329,2025-01-24 12:11:03,367,user280,48.15.38.252,10.212.91.11,RU,vpn_login,success,Medium,server,11631,6525,sso,False
8330,2025-01-11 08:35:36,43,user226,15.235.52.69,10.226.79.209,SG,file_access,success,Low,desktop,0,1282,password,False
8331,2025-01-15 03:29:24,259,user431,181.129.11.37,10.35.227.139,DE,login_failure,failed,Medium,desktop,0,10245,sso,False
8332,2025-01-25 21:05:53,34,user228,63.95.126.100,10.63.178.229,CA,malware_alert,blocked,High,mobile,1561,13853,mfa,False
8333,2025-01-09 05:25:45,498,user180,10.121.14.61,10.122.191.186,RU,login_failure,failed,Medium,laptop,4333,681,mfa,True
8334,2025-01-25 01:59:13,418,user481,10.29.122.138,10.230.214.219,US,file_access,success,Medium,desktop,4382,0,mfa,True
8335,2025-01-30 18:14:13,232,user365,10.65.160.53,10.252.199.77,CA,malware_alert,blocked,Medium,laptop,8451,0,mfa,True
8336,2025-01-08 02:52:05,41,user250,10.238.207.186,10.103.159.80,IN,malware_alert,blocked,High,desktop,3234,180,sso,True
8337,2025-01-14 19:22:19,217,user50,76.109.82.62,10.0.146.43,CA,file_access,success,Low,desktop,7076,8270,password,False
8338,2025-01-07 01:49:41,117,user424,10.101.134.71,10.70.199.173,BR,file_access,success,Low,server,4665,0,mfa,True
8339,2025-01-25 07:59:01,366,user465,10.6.241.93,10.62.76.54,UK,malware_alert,blocked,Medium,desktop,1,13757,mfa,True
8340,2025-01-25 01:35:05,273,user312,10.182.127.153,10.26.104.19,BR,policy_violation,blocked,High,laptop,3012,14193,sso,True
8341,2025-01-20 01:25:24,35,user77,56.108.220.40,10.58.243.177,UK,login_success,success,Low,desktop,8002,2609,mfa,False
8342,2025-01-08 10:37:58,184,user342,158.153.176.44,10.77.93.216,UK,policy_violation,blocked,High,server,0,5607,password,False
8343,2025-01-24 01:09:48,487,user437,34.52.184.67,10.98.60.192,US,file_access,success,Low,desktop,5158,6852,sso,False
8344,2025-01-15 01:29:46,224,user37,85.192.67.81,10.233.244.190,RU,policy_violation,blocked,High,desktop,7383,12481,sso,False
8345,2025-01-16 03:51:00,452,user415,10.156.220.16,10.51.174.103,CN,login_success,success,Low,server,2470,0,sso,True
8346,2025-01-22 17:30:36,386,user84,57.94.199.172,10.59.107.23,RU,malware_alert,blocked,Critical,server,8484,0,password,False
8347,2025-01-07 01:35:26,314,user342,10.156.183.47,10.82.174.93,CN,login_failure,failed,High,laptop,5892,20969,mfa,True
8348,2025-01-21 21:38:20,39,user488,10.86.22.147,10.25.146.220,CN,vpn_login,success,Medium,mobile,11636,0,mfa,True
8349,2025-01-15 08:22:24,207,user427,98.15.92.139,10.62.2.8,BR,login_failure,failed,Low,desktop,0,10871,password,False
8350,2025-01-20 15:03:32,199,user493,134.133.129.107,10.189.160.165,AU,malware_alert,blocked,Medium,mobile,2774,2610,mfa,False
8351,2025-01-04 18:07:12,147,user358,44.112.175.193,10.192.106.104,US,login_success,success,Low,laptop,0,2601,password,False
8352,2025-01-13 09:01:17,63,user64,187.230.73.68,10.95.250.136,US,login_failure,failed,High,desktop,2829,7661,mfa,False
8353,2025-01-15 00:04:37,316,user146,44.239.177.189,10.171.84.31,DE,policy_violation,blocked,Medium,laptop,8425,0,sso,False
8354,2025-01-13 23:14:36,223,user11,149.22.1.239,10.86.170.64,IN,file_access,success,Low,mobile,0,13734,password,False
8355,2025-01-17 18:28:28,118,user228,10.44.28.70,10.249.64.57,CN,file_access,success,Low,mobile,0,0,sso,True
8356,2025-01-02 00:52:23,431,user311,10.32.171.42,10.207.19.236,SG,login_failure,failed,Low,desktop,9206,0,password,True
8357,2025-01-21 15:43:23,412,user484,10.181.125.177,10.40.182.60,UK,vpn_login,success,Low,server,1255,3422,mfa,True
8358,2025-01-13 02:35:28,103,user447,168.205.130.201,10.102.196.162,BR,policy_violation,blocked,Medium,laptop,0,2130,mfa,False
8359,2025-01-15 22:12:24,389,user174,41.57.218.247,10.52.140.143,BR,file_access,success,Low,desktop,4638,5079,mfa,False
8360,2025-01-17 22:39:08,80,user431,10.129.105.190,10.207.49.126,BR,login_failure,failed,Low,mobile,0,0,password,True
8361,2025-01-21 08:31:36,24,user61,10.215.109.252,10.22.82.139,DE,malware_alert,blocked,Critical,laptop,6305,334,password,True
8362,2025-01-07 07:04:54,441,user446,139.39.78.14,10.152.249.16,CA,policy_violation,blocked,Medium,desktop,0,15407,password,False
8363,2025-01-03 22:15:39,370,user284,28.9.209.88,10.85.2.241,BR,policy_violation,blocked,Medium,desktop,0,0,password,False
8364,2025-01-20 13:16:57,206,user212,10.137.101.10,10.39.244.151,UK,login_failure,failed,High,mobile,6363,14475,sso,True
8365,2025-01-24 18:55:00,457,user3,10.131.147.199,10.244.207.105,UK,policy_violation,blocked,Medium,desktop,2249,0,mfa,True
8366,2025-01-15 14:57:44,175,user42,165.216.137.192,10.230.165.45,AU,file_access,success,Low,laptop,6660,758,sso,False
8367,2025-01-11 08:26:53,98,user399,46.3.83.171,10.166.236.28,IN,file_access,success,Low,server,0,2100,sso,False
8368,2025-01-02 18:33:25,256,user200,10.85.248.13,10.183.49.126,SG,vpn_login,success,Low,mobile,1741,0,password,True
8369,2025-01-01 02:13:46,52,user225,10.40.107.200,10.0.106.94,US,login_failure,failed,Low,mobile,10233,2047,mfa,True
8370,2025-01-16 13:01:40,259,user488,121.249.199.200,10.230.125.201,CA,policy_violation,blocked,High,mobile,1191,9405,mfa,False
8371,2025-01-02 23:26:42,132,user262,54.67.124.54,10.66.40.184,DE,login_failure,failed,High,mobile,81,11223,mfa,False
8372,2025-01-15 02:20:55,15,user168,218.58.51.251,10.26.54.56,US,malware_alert,blocked,High,laptop,3545,2660,mfa,False
8373,2025-01-07 15:43:16,327,user194,10.110.143.16,10.130.63.200,CA,login_success,success,Low,desktop,13100,17015,mfa,True
8374,2025-01-18 23:03:03,500,user418,88.116.172.54,10.148.249.84,US,vpn_login,success,Low,desktop,1999,10638,password,False
8375,2025-01-01 21:13:42,487,user284,10.99.163.136,10.215.56.199,IN,login_success,success,Low,desktop,0,13834,password,True
